Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P9915,P9915 Raw Dog Food Analysis,9. Billed,100%,admin,Contacts::::Stephanie Lord,2013-06-11,2013-06-18,2,,,Basic Dog Food Parameters,0,0,,,,,,,,,,2013-06-19,Analysis,,2013-06-10 22:32:40,2013-06-19 15:23:28,0,,0,0,0,,0,0,0,,0,0
P9916,P9916 KaizenLAB Tervita,10. Archived,100%,admin,Contacts::::Koshy Malayil,2013-06-11,,1,,,"Project cancelled
Client came to pick up sample with no work done",0,0,,,,,,,,,,2013-06-25,Analysis,,2013-06-11 21:46:18,2013-06-28 23:06:03,0,,0,0,0,,0,0,0,,0,0
P9917,P9917 Tschetter Farms Water and Grain Analysis,9. Billed,100%,admin,Contacts::::Eddie Stahl,2013-06-12,2013-06-13,3,,,"Crude Protein
Fecal Coliforms",0,0,,,,,,,,,,2013-06-13,Analysis,,2013-06-12 19:45:07,2013-06-18 17:50:16,0,,0,0,0,,0,0,0,,0,0
P9918,P9918 All Seasons DaleM 18,9. Billed,100%,admin,Contacts::::Dale McArthur,2013-06-13,2013-06-20,4,,,"BM-AGC-003
Ammonium",0,0,,,,,,,,,,2013-06-20,Analysis,,2013-06-13 15:34:00,2013-06-21 15:53:18,0,,0,0,0,,0,0,0,,0,0
P9919,P9919 SHC Main Well June 13 2013,9. Billed,100%,admin,Contacts::::Alex Biro,2013-06-13,2013-06-20,1,,,ION Irrigation List of Parameters,2,0,,,,,,,,,5,2013-06-20,Analysis,,2013-06-13 17:30:48,2013-06-20 22:19:07,1,,0,0,0,,0,0,0,,0,0
P9920,P9920 Metal Plate Analysis,9. Billed,100%,admin,Contacts::::BJ Marchbank,2013-06-13,2013-06-14,1,,,NEXT DAY RUSH,0,0,,,,,,,,,,2013-06-17,Analysis,,2013-06-13 18:00:31,2013-06-17 18:07:12,0,,0,0,1,Lead (NEXT DAY RUSH),0,0,0,,0,0
P9921,P9921 Mold Squad 1120 Prospect Ave. SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-06-13,2013-06-18,9,,,"BM-EVA-002 x 9
PO 301152",0,0,,,,,,,,,,2013-06-18,Analysis,,2013-06-13 19:50:34,2013-06-18 20:27:56,0,,0,0,0,,0,0,0,,0,0
P9922,P9922 Harvest June 13 Regulatory,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-14,2013-06-21,11,,,"Fecal col x7 
  salmonella 
  foreign 
  sharps 
  C/N 
  pH 
  EC 
  Arsenic 
  Cadmium 
  Chromium 
  Cobalt 
  Copper 
  Lead 
  Mercury 
  Molybdenum 
  Nickel 
  Selenium 
  Zinc",0,0,,,,,,,,,,2013-06-21,Analysis,,2013-06-15 22:33:18,2013-06-24 17:42:39,0,,0,0,0,,0,0,0,,0,0
P9923,P9923 Harvest June 13 Biofilter Reg,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-14,2013-06-21,4,,,"pH
TS",0,0,,,,,,,,,,2013-06-21,Analysis,,2013-06-15 22:34:19,2013-06-24 17:43:10,0,,0,0,0,,0,0,0,,0,0
P9924,P9924 Dugout Water Testing,9. Billed,100%,admin,Contacts::::Gerry Good,2013-06-17,2013-06-24,1,,,"NaCl
Hardness",0,0,,,,,,,,,,2013-06-24,Analysis,,2013-06-17 15:48:31,2013-06-25 16:03:47,0,,0,0,0,,0,0,0,,0,0
P9925,P9925 TW BSFD13-02,9. Billed,100%,rpincura,Contacts::::Blair Irwin,2013-06-17,2013-06-24,4,,,BM-EVS-007,0,0,,,,,,,,,,2013-06-24,Analysis,,2013-06-17 17:39:22,2013-06-24 15:00:17,0,,0,0,0,,0,0,0,,0,0
P9926,P9926 Northern Blizzard June 2013,9. Billed,100%,admin,Contacts::::Jason Sabid,2013-06-17,2013-06-24,16,,,"Polyacrylamdie
Gravimetric TDS
1 Sample for Water Chemistry and Dissolved Oil (TEH)",0,0,,,,,,,,,,2013-06-27,Analysis,,2013-06-17 20:39:16,2013-06-27 23:25:13,0,,0,0,0,,0,0,0,,0,0
P9927,P9927 Heritage Pointe Ranche June 17,9. Billed,100%,admin,Contacts::::Lee Walkey,2013-06-17,2013-06-24,1,,,"Potability
SAR",0,0,,,,,,,,,,2013-06-24,Analysis,,2013-06-17 22:11:36,2013-06-25 16:49:31,0,,0,0,0,,0,0,0,,0,0
P9928,P9928 Water Analysis June 17,9. Billed,100%,admin,Contacts::::Dave Cooper,2013-06-17,2013-06-19,4,,,Coliforms,0,0,,,,,,,,,,2013-06-19,Analysis,,2013-06-17 22:22:03,2013-06-19 15:23:50,0,,0,0,0,,0,0,0,,0,0
P9929,P9929 Terrawest TQDT13-02,9. Billed,100%,rpincura,Contacts::::Kate Gilbert,2013-06-18,2013-06-25,10,,,"BM-EVS-007, BM-EVW-023",0,0,,,,,,,,,,2013-06-26,Analysis,,2013-06-18 23:32:51,2013-06-26 15:13:32,0,,0,0,0,,0,0,0,,0,0
P9930,P9930 Metro Van June 17,9. Billed,100%,admin,Contacts::::Geoff Hill,2013-06-21,2013-06-28,1,,,"Please do 3 replicates of all analyses
TS
VS
NH4
NO3
TKN
Fecal Coliforms",0,0,,,,,,,,,,2013-06-28,Analysis,,2013-06-19 13:58:56,2013-06-28 23:10:56,0,,0,0,0,,0,0,0,,0,0
P9931,P9931 Sand Analysis,9. Billed,100%,admin,Contacts::::BJ Marchbank,2013-06-18,2013-06-21,1,,,Lead in Paint/Sand,0,0,,,,,,,,,,2013-06-21,Analysis,,2013-06-19 14:01:17,2013-06-24 15:10:28,0,,0,0,0,,0,0,0,,0,0
P9932,P9932 Cenovus June 6 Steam,9. Billed,100%,admin,Contacts::::Susan Sun,2013-06-14,2013-07-05,2,,,Steam and Liquid Analysis,0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-19 15:57:39,2013-07-05 23:12:42,0,,0,0,0,,0,0,0,,0,0
P9933,P9933 Jenni Ludvigson,9. Billed,100%,rpincura,Contacts::::Jenni Ludvigson,2013-06-19,2013-06-24,1,,,"BM-EVW-023, Fecals",0,0,,,,,,,,,,2013-06-25,Analysis,,2013-06-19 17:01:57,2013-06-25 15:39:19,0,,0,0,0,,0,0,0,,0,0
P9934,P9934 Terrawest TFST13-01,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-06-19,2013-06-28,3,,,"BM-EVW-007, BM-EVW-032",0,0,,,,,,,,,,2013-06-26,Analysis,,2013-06-19 18:52:39,2013-06-27 16:37:41,0,,0,0,0,,0,0,0,,0,0
P9935,P9935 Sunshine Village June 19 2013,9. Billed,100%,admin,Contacts::::Dave Armstrong,2013-06-20,2013-06-28,5,,,"BM-EVW-SSV x 5
Hydrocarbons x 2
Effluent sample to Maxxam for pH/TSS/CBOD/NH3",0,0,,,,,,,,,,2013-07-02,Analysis,,2013-06-20 15:54:17,2013-07-03 18:08:00,0,,0,0,0,,0,0,0,,0,0
P9937,P9937 All Seasons DaleM 19,9. Billed,100%,admin,Contacts::::Dale McArthur,2013-06-20,2013-06-27,4,,,"BM-AGC-003
Ammonium",0,0,,,,,,,,,,2013-06-27,Analysis,,2013-06-20 17:45:45,2013-06-27 16:37:59,0,,0,0,0,,0,0,0,,0,0
P9938,P9938 Manure Analysis June 18,9. Billed,100%,admin,Contacts::::Kelly MacKinnon,2013-06-20,2013-06-27,9,,,"Compost parameters
Report to Kelly, CC Dr. Abiola",0,0,,,,,,,,,,2013-06-27,Analysis,,2013-06-20 19:59:25,2013-06-27 23:33:45,0,,0,0,0,,0,0,0,,0,0
P9939,P9939 Harvest June 20 Regulatory,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-21,2013-06-28,11,,,"Fecal col x7 
  salmonella 
  foreign 
  sharps 
  C/N 
  pH 
  EC 
  Arsenic 
  Cadmium 
  Chromium 
  Cobalt 
  Copper 
  Lead 
  Mercury 
  Molybdenum 
  Nickel 
  Selenium 
  Zinc",0,0,,,,,,,,,,2013-06-28,Analysis,,2013-06-21 14:13:19,2013-06-28 23:21:18,0,,0,0,0,,0,0,0,,0,0
P9940,P9940 Harvest June 20 Biofilter Reg,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-21,2013-06-28,4,,,"pH
TS",0,0,,,,,,,,,,2013-06-28,Analysis,,2013-06-21 14:13:47,2013-06-28 23:21:43,0,,0,0,0,,0,0,0,,0,0
P9941,P9941 Harvest June 20 Sales,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-21,2013-06-28,3,,,,0,0,,,,,,,,,,2013-06-28,Analysis,,2013-06-21 14:14:10,2013-06-28 23:22:01,0,,0,0,0,,0,0,0,,0,0
P9942,P9942 Harvest June 20 Digester,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-21,2013-06-25,2,,,"TS
VS
Results requested for Tuesday
Charge Rush",0,0,,,,,,,,,,2013-06-25,Analysis,,2013-06-21 14:14:58,2013-06-28 23:20:52,0,,0,0,0,,0,0,0,,0,0
P9943,P9943 West Coast Asbestos - Lead Analysis,9. Billed,100%,rpincura,Contacts::::Steve Cameron,2013-06-20,2013-06-27,24,,,Lead Analysis in Paint Chips,0,0,,,,,,,,,5,2013-06-27,Analysis,,2013-06-21 15:51:04,2013-06-27 23:00:23,0,,0,0,24,Lead Metal,0,0,0,,0,0
P9944,P9944 CCWSI Boiler Water,9. Billed,100%,admin,Contacts::::Steven Peterson,2013-06-25,2013-07-03,1,,,"BM-EVW-030
Iron
Silica
Total Sulphur
Gravimetric TOC",0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-24 18:16:22,2013-07-05 02:07:22,0,,0,0,0,,0,0,0,,0,0
P9945,P9945 BMLG CUSTOMER PORTAL,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-26,2013-07-15,1,,,"SERVICE PROVIDER shall plan, design, implementation and management the inclusion of Client Sample and Sample Analysis Modules in Customer Portal",0,0,,,,,,,,,6,,IT,,2013-06-24 22:46:10,2015-03-20 18:41:07,0,,0,0,0,,0,0,0,,0,0
P9946,P9946 BMLG FRANCHISE MARKETING & SALE,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-01-01,2013-12-31,1,,,"SERVICE PROVIDER to plan, design, market and sell the Benchmark Labs FRANCHISE model by updating Web site and seeking advertisement / publicity on other Web sites including but not limited to email campaigns and meetings with prospective applicants before end of Dec 2013",0,0,,,,,,,,,120,,Sales,,2013-06-24 22:49:21,2015-03-20 18:41:30,0,,0,0,0,,0,0,0,,0,0
P9947,P9947 BMLG IT SECURITY & DOCUMENTATION,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-07-01,2015-04-20,1,,,"SERVICE PROVIDER to document how IT back-end has been created, stored, backed-up and secured.",0,0,,,,On Site,Compost,,,,3,,IT,,2013-06-24 22:51:42,2015-06-10 20:47:35,0,,0,0,0,,0,0,0,,0,0
P9948,P9948 BMLG IT REPORT TEMPLATES,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-07-01,2015-05-30,1,,,"SERVICE PROVIDER shall plan, design, implementation and management the ability to convert rows of data into columns of data to be auto-generated as Analysis Reports using PDFMaker Report Templates",0,0,,,,On Site,Compost,,,,7,,IT,,2013-06-24 22:55:00,2015-03-23 02:59:04,0,,0,0,0,,0,0,0,,0,0
P9949,P9949 BMLG IT GRAPHICS IN REPORTS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2016-05-01,2016-06-01,0,,,"SERVICE PROVIDER shall plan, design, implementation and management the inclusion of Graphic Tools in existing PDFMaker Template Reports  and have such tools available in both Customer Portal and Admin Portal.",0,0,,,,On Site,Compost,,,,10,2016-05-03,IT,,2013-06-24 22:56:31,2016-05-13 16:14:42,0,,0,0,0,,0,0,0,,0,0
P9950,P9950 BMLG ACCOUNTING,9. Billed,100%,jbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-24,2013-12-31,1,,,"SERVICE PROVIDER shall provide Accounting support including accounts for BMLG, BMLC, BMLN including Accounts Payable, Accounts Receivable, Account Collections, Account Reconciliation and travel to the Bank for Deposits and to the Post Office for bill payments.",0,0,,,,,,,,,65,,Administration,,2013-06-24 23:00:39,2016-05-13 09:50:27,0,,0,0,0,,0,0,0,,0,0
P9951,P9951 BMLG FRANCHISE DOCUMENTS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-04-01,2013-06-30,1,,,SERVICE PROVIDER shall draft FRANCHISE DISCLOSURE AGREEMENT in compliance with Provincial Regulations as well as a FRANCHISE DEPOSIT AGREEMENT and FRANCHISE AGREEMENT,0,0,,,,,,,,,20,,Legal,,2013-06-25 03:10:50,2015-03-20 18:44:15,0,,0,0,0,,0,0,0,,0,0
P9952,P9952 BMLG LAB TRAINING COURSE MANUAL,9. Billed,100%,rpincura,Accounts::::BMLG,2013-06-19,2015-07-31,0,,,LAB OWNERS MANUAL / Video's / Paint by Number Methods / Maintenance Schedules / GoogleDocs Templates / Report Templates,0,0,,,,On Site,Compost,,,,15,2013-08-15,Training,,2013-06-25 03:12:24,2015-12-15 17:15:39,0,,0,0,0,,0,0,0,,0,0
P9953,P9953 BMLG E.Coli Marketing,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-19,2013-06-24,1,,,"SERVICE PROVIDER shall plan, design, implementation and management the Townhall meeting in DeWinton to review the complaints of Lori Harnack and Ellen and how Benchmark Labs can assist with regular and ongoing Water / Soil analysis",0,0,,,,,,,,,2,,Marketing,,2013-06-25 03:14:50,2015-03-20 17:38:04,0,,0,0,0,,0,0,0,,0,0
P9954,P9954 BMLG Update Minute Books,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-26,2015-04-20,6,,,"SERVICE PROVIDER shall review the minute books for BMLG, BMLC and BMLN to ensure that they are updated in case of inspection by FRANCHISEE's wishing to complete due dilligence",0,0,,,,On Site,Compost,,,,3,2015-08-26,Administration,,2013-06-25 03:16:44,2015-08-26 13:38:46,0,,0,0,0,,0,0,0,,0,0
P9955,P9955 BMLG ACCOUNTING YR END ADJUSTMENTS,9. Billed,100%,jbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-24,2013-07-10,1,,,"SERVICE PROVIDER shall undertake to complete the Year End Adjustments provided to BMLG by Bill Sponchia for BMLG, BMLC, BMLN.",0,0,,,,,,,,,2,,Administration,,2013-06-25 03:18:21,2016-05-13 09:50:27,0,,0,0,0,,0,0,0,,0,0
P9956,P9956 BMLG BIZ PLAN & CASH FLOW UPDATES,4. Assigned,100%,admin,Accounts::::FlashPoint Innovations Ltd.,2015-03-25,2016-05-13,0,,,Complete Business Plan / Finance Model / Investor Term Sheet,0,0,,,,On Site,Compost,,,,15,2016-05-13,Administration,,2013-06-25 03:27:42,2016-05-13 09:59:18,0,,0,0,0,,0,0,0,,0,0
P9957,P9957 IT QuickBooks Integration,4. Assigned,70%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2016-05-01,2016-07-01,0,,,"SERVICE PROVIDER shall plan, design, implementation and management the integration of Quote, Sales Order, Invoice and Purchase Order between the SYSTEM and QuickBooks",0,0,,,,On Site,Compost,,,,6,,IT,,2013-06-25 03:30:09,2016-05-13 16:14:41,0,,0,0,0,,0,0,0,,0,0
P9958,P9958 BMLG IT DATA MIGRATION FROM OLD LIMS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-24,2013-10-31,1,,,"SERVICE PROVIDER shall plan, design, implement and manage the migration of the old BIKA LIMS data into the new LIMS SYSTEM to provide continuity of Client data between old and new LIMS",0,0,,,,On Site,Compost,,,,15,2015-06-10,IT,,2013-06-25 03:32:03,2015-06-10 20:45:46,0,,0,0,0,,0,0,0,,0,0
P9959,P9959 BMLG TEMPLATE EMPLOYMENT AGREEMENTS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-24,2013-07-15,1,,,SERVICE PROVIDER shall provide new Employment Agreements to be used by FRANCHISEE,0,0,,,,,,,,,4,,Legal,,2013-06-25 03:36:25,2015-03-20 19:11:59,0,,0,0,0,,0,0,0,,0,0
P9960,P9960 BMLG TIMECONTROL MODULE,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-07-12,2013-07-31,1,,,"SERVICE PROVIDER shall plan, design, implementation and management the integration of the TIMECONTROL Module to the SYSTEM so as to accurately calculate Estimated Hours to complete Analysis for both Analyst and Instrument + record Actual Time Spent + Report the DELTA between estimate and actual cycle time.",0,0,,,,,,,,,15,,IT,,2013-06-25 03:39:13,2015-03-20 17:38:25,0,,0,0,0,,0,0,0,,0,0
P9961,P9961 BMLG Dashboard Graphics Upgrade,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-07-06,2013-11-30,0,,,"SERVICE PROVIDER shall plan, design, implementation and management the improvement of existing Dashboard graphics to provide more meaningful critical data to BMLG Management, Franchise Owners and Employees at a glance.",0,0,,,,On Site,Compost,,,,5,,IT,,2013-06-25 04:31:04,2016-05-03 09:47:22,0,,0,0,0,,0,0,0,,0,0
P9962,P9962 Harvest Power Legislative Review,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-28,2013-07-19,1,,,"SERVICE PROVIDER shall plan, design, implement and management the presentation of Compost industry guidelines, Provincial, Federal and International Regulations",0,0,,,,,,,,,3,,Marketing,,2013-06-25 04:36:09,2014-01-23 04:04:53,0,,0,0,0,,0,0,0,,0,0
P9963,P9963 307 Valley Ridge,9. Billed,100%,admin,Contacts::::Dave Day,2013-06-25,2013-07-02,1,,,2-Chlorobenzalmalononitrile,0,0,,,,,,,,,,2013-07-02,Analysis,,2013-06-25 14:14:49,2013-07-03 18:07:36,0,,0,0,0,,0,0,0,,0,0
P9964,P9964 BMLG BLOOM UNTANGLEMENT,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-24,2015-05-01,1,,,Bloom to remove all references to BMLG to HC on or before May 1st or $10K transfers + HC autonotitifed.,0,0,,,,On Site,Compost,,,,1,,Franchise,,2013-06-25 15:30:32,2015-04-30 20:16:27,0,,0,0,0,,0,0,0,,0,0
P9965,P9965 Waste Water Testing,9. Billed,100%,admin,Contacts::::Sean Scott,2013-06-25,2013-07-03,2,,,Discharge Parameters,0,0,,,,,,,,,,2013-07-04,Analysis,,2013-06-25 15:34:50,2013-07-05 02:07:50,0,,0,0,0,,0,0,0,,0,0
P9966,P9966 FC-R7 LS,9. Billed,100%,admin,Contacts::::Corrine Anchoris,2013-06-25,2013-07-02,10,,,Sodium,0,0,,,,,,,,,,2013-07-02,Analysis,,2013-06-25 15:45:17,2013-07-03 18:08:19,0,,0,0,0,,0,0,0,,0,0
P9967,P9967 BMLG INCLUSION OF SERVICE PROVIDER PROCESS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-25,2013-06-25,1,,,"As SERVICE PROVIDER plan, design, implement and manage the inclusion of the WORK STATEMENT(s), Time Sheets, Invoices and Reimbursement Templates in the SYSTEM",0,0,,,,On Site,Compost,,,,3,2013-06-25,Administration,,2013-06-25 19:08:18,2015-03-20 17:36:48,0,,0,0,0,,0,0,0,,0,0
P9968,P9968 Terrawest SBLM13-01,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-06-25,2013-07-03,11,,,"BM-EVS-007, BM-EVS-024",0,0,,,,,,,,,,2013-07-04,Analysis,,2013-06-25 21:41:18,2013-07-04 17:35:20,0,,0,0,0,,0,0,0,,0,0
P9969,P9969 BMLG WEB SITE UPDATE,4. Assigned,100%,cbolton,Accounts::::BMLG,2016-02-01,2016-02-07,0,,,Review and upgrade Corporate Web site to reflect Professional / Technical Services + Software + Products,0,0,,,,On Site,Compost,,,,3,2016-02-07,IT,,2013-06-26 14:34:14,2016-05-13 16:14:42,0,,0,0,0,,0,0,0,,0,0
P9970,P9970 BMLG FRANCHISE GAP ANALYSIS,4. Assigned,100%,cbolton,Accounts::::FlashPoint Innovations Ltd.,2013-06-22,2013-06-30,1,,,Provide a GAP Analysis to highlight risk areas that may negatively impact the FRANCHISE model and list measures to fix / correct those risks,0,0,,,,,,,,,3,,Administration,,2013-06-26 17:21:21,2015-03-20 17:27:39,0,,0,0,0,,0,0,0,,0,0
P9971,P9971 All Seasons DaleM 20,9. Billed,100%,admin,Contacts::::Dale McArthur,2013-06-27,2013-07-04,4,,,"BM-AGC-002
Ammonium",0,0,,,,,,,,,,2013-07-04,Analysis,,2013-06-27 13:54:00,2013-07-05 02:08:22,0,,0,0,0,,0,0,0,,0,0
P9972,P9972 C5 Plus Ltd. 8845 June 27,9. Billed,100%,admin,Contacts::::Curt Lamontagne,2013-06-27,2013-07-04,4,,,,0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-27 17:02:07,2013-07-05 16:34:48,0,,0,0,0,,0,0,0,,0,0
P9973,P9973 Cenovus V302-H Deposit,9. Billed,100%,admin,Contacts::::Roberto Allende-Garcia,2013-06-20,2013-07-05,1,,,Identification of deposit,0,0,,,,,,,,,,2013-07-18,Analysis,,2013-06-27 21:17:59,2013-09-18 15:44:02,0,,0,0,0,,0,0,0,,0,0
P9974,P9974 Harvest June 27 Regulatory,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-28,2013-07-05,11,,,"Fecal col x7 
  salmonella 
  foreign 
  sharps 
  C/N 
  pH 
  EC 
  Arsenic 
  Cadmium 
  Chromium 
  Cobalt 
  Copper 
  Lead 
  Mercury 
  Molybdenum 
  Nickel 
  Selenium 
  Zinc",0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-27 21:34:03,2013-07-08 18:21:23,0,,0,0,0,,0,0,0,,0,0
P9975,P9975 Harvest June 27 Biofilter Reg,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-28,2013-07-05,4,,,"pH
TS",0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-27 21:34:35,2013-07-05 22:48:34,0,,0,0,0,,0,0,0,,0,0
P9976,P9976 Harvest June 27 Digester,9. Billed,100%,admin,Contacts::::Denis Boko,2013-06-28,2013-07-05,6,,,"TS
VS",0,0,,,,,,,,,,2013-07-05,Analysis,,2013-06-27 21:35:10,2013-07-05 22:48:53,0,,0,0,0,,0,0,0,,0,0
P9978,P9978 TerraWest CBC Water Analysis,9. Billed,100%,admin,Contacts::::Rob Bitcon,2013-06-28,2013-07-02,4,,,"Water potability   salmonella   ecoli   and if e.coli is found to be present e.coli O157 
PRICE = $199.97 per sample run
Sample EB3 is on Hold
BILL TERRAWEST FOR THIS JOB AND THEY WILL BILL CBC",0,0,,,,,,,,,4,2013-07-02,Analysis,,2013-06-28 17:52:11,2013-07-04 17:42:22,3,Water potability + salmonella + ecoli + and if e.coli is found to be present e.coli O157,0,0,0,,0,0,0,,0,0
P9980,P9980 Elbow Valley Beach June 29 13,9. Billed,100%,admin,Contacts::::Chris Bolton,2013-06-30,2013-07-02,1,,,Water Potability for water sample collected from beach area,0,0,,,,,,,,,3,2013-07-02,Analysis,,2013-06-30 15:08:46,2013-08-07 14:40:39,1,"Water Potability, E.Coli / Salmonella",0,0,0,,0,0,0,,0,0
P9981,P9981 Asbestos Analysis,9. Billed,100%,admin,Contacts::::Ed Vansickle,2013-06-28,2013-07-02,1,,,BM-EVA-002,0,0,,,,,,,,,,2013-07-02,Analysis,,2013-06-30 18:34:20,2013-07-22 18:31:09,0,,0,0,0,,0,0,0,,0,0
P9982,P9982 Soil and Water Analysis,9. Billed,100%,admin,Contacts::::Richard Ward,2013-06-28,2013-07-05,2,,,"Soil: pH/EC
Water: Na, Cl, Al, Ca, pH, EC",0,0,,,,,,,,,,2013-07-05,Analysis,,2013-07-02 15:52:30,2013-07-05 22:47:48,0,,0,0,0,,0,0,0,,0,0
P9983,P9983 Terrawest TFST13-01,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-07-02,2013-07-09,20,,,"BM-EVS-007, BM-EVS-032, Dioxin Furan",0,0,,,,,,,,,,2013-07-09,Analysis,,2013-07-02 17:16:26,2013-09-16 18:04:16,0,,0,0,0,,0,0,0,,0,0
P9984,P9984 2816 Water Quality,9. Billed,100%,admin,Contacts::::Sandy Edmonstone,2013-07-03,2013-07-04,8,,,Fecal Colforms,0,0,,,,,,,,,,2013-07-04,Analysis,,2013-07-03 17:11:17,2013-07-05 02:08:48,8,Fecal Colforms,0,0,0,,0,0,0,,0,0
P9985,P9985 Spring Coulee,9. Billed,100%,admin,Contacts::::Angela Brayford,2013-07-03,2013-07-10,2,,,BM-AGW-003,0,0,,,,,,,,,,2013-07-08,Analysis,,2013-07-03 18:19:28,2013-07-08 21:23:48,0,,0,0,0,,0,0,0,,0,0
P9986,P9986 Unruh Farms,9. Billed,100%,admin,Contacts::::Angela Brayford,2013-07-03,2013-07-10,1,,,"BM-AGW-003
Fecal coliforms",0,0,,,,,,,,,,2013-07-08,Analysis,,2013-07-03 18:20:26,2013-07-08 21:24:24,0,,0,0,0,,0,0,0,,0,0
P9987,P9987 Chloride in Concrete,10. Archived,100%,admin,Contacts::::Michael Ball,,,8,,,"Project was meant for quote purposes only
Acid digest of concrete for chloride analysis",0,0,,,,,,,,,5,,Analysis,,2013-07-03 19:27:05,2013-08-08 14:09:51,0,,0,0,0,,0,0,0,,0,0
P9988,P9988 Terrawest HIPA13-03,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-07-03,2013-07-10,8,,,"BM-EVS-007, BM-EVW-006",0,0,,,,,,,,,,2013-07-11,Analysis,,2013-07-03 23:05:20,2013-07-12 14:36:51,0,,0,0,0,,0,0,0,,0,0
P9989,P9989 TerraWest HIPA 13-01,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-07-03,2013-07-10,1,,,"Total Oil And Grease
Dissolved Metals
pH
Total Cr/Hg",0,0,,,,,,,,,,2013-07-10,Analysis,,2013-07-04 13:54:38,2013-07-12 20:57:28,0,,0,0,0,,0,0,0,,0,0
P9990,P9990 TerraWest SEQU13-02,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-07-03,2013-07-10,1,,,"Total Metals
Speciated Chromium",0,0,,,,,,,,,,2013-07-09,Analysis,,2013-07-04 13:57:51,2013-07-09 18:37:07,0,,0,0,0,,0,0,0,,0,0
P9991,P9991 De Palen Ltd.,9. Billed,100%,admin,Contacts::::Tony Vonesch,2013-07-04,2013-07-11,1,,,Water Potability,0,0,,,,,,,,,,2013-07-12,Analysis,,2013-07-04 15:02:44,2013-07-12 20:57:10,0,,0,0,0,,0,0,0,,0,0
P9992,P9992 Water Quality Testing,9. Billed,100%,admin,Contacts::::Ann Rooney,2013-07-04,2013-07-05,2,,,Fecal Contamination,0,0,,,,,,,,,,2013-07-05,Analysis,,2013-07-04 17:45:30,2013-07-05 22:49:50,0,,0,0,0,,0,0,0,,0,0
P9993,P9993 Mold Squad Unit 4 Braxton Brae.,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-07-04,2013-07-05,1,,,BM-EVA-002,0,0,,,,,,,,,,2013-07-05,Analysis,,2013-07-04 20:33:38,2013-07-05 22:47:18,0,,0,0,0,,0,0,0,,0,0
